ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x8481 ,VADRES20DEL03 ,34,5,22.311358,73.164798,22.371358,73.224798,01-03-2022,19:10:00,19:15:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x7835 ,JAPRES15DEL03 ,23,4.9,26.891191,75.802083,27.031191,75.942083,02-04-2022,18:00:00,18:15:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 22
0xc10e ,AGRRES03DEL01 ,NaN ,NaN ,27.160832,78.011608,27.200832,78.051608,13-02-2022,NaN ,16:15:00,conditions NaN,NaN ,3,Snack ,scooter ,1,No ,Metropolitian ,(min) 28
0xa61f ,COIMBRES04DEL03 ,32,4.9,11.024839,77.007003,11.084839,77.067003,01-04-2022,17:35:00,17:45:00,conditions Cloudy,Medium ,2,Meal ,scooter ,NaN ,No ,Metropolitian ,(min) 19
0x7dcb ,MYSRES18DEL03 ,38,4.7,12.337928,76.617889,12.397928,76.677889,26-03-2022,23:25:00,23:40:00,conditions Fog,Low ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 17
0x456c ,MUMRES16DEL01 ,33,4.7,19.120083,72.907385,19.130083,72.917385,17-03-2022,11:25:00,11:35:00,conditions Stormy,High ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x8d68 ,CHENRES12DEL01 ,31,4.7,12.972793,80.249982,13.082793,80.359982,25-03-2022,22:20:00,22:25:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,(min) 28
0xdbe2 ,KNPRES06DEL02 ,20,4.6,0.0,0.0,0.02,0.02,13-02-2022,09:15:00,09:25:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x1e7b ,HYDRES04DEL03 ,39,5,17.411028,78.329645,17.501028,78.419645,12-03-2022,22:00:00,22:10:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 47
0xde7d ,AGRRES08DEL01 ,28,4.8,27.160934,78.044095,27.230934,78.114095,16-02-2022,21:10:00,21:15:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,0,No ,Urban ,(min) 41
0xa5ca ,HYDRES04DEL03 ,34,4.4,17.411028,78.329645,17.501028,78.419645,02-04-2022,17:35:00,17:40:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 42
0xa66c ,MUMRES12DEL02 ,27,4.7,19.207222,72.972281,19.337222,73.102281,14-03-2022,21:50:00,22:05:00,conditions Stormy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 24
0x1d96 ,JAPRES12DEL03 ,39,4.6,26.902908,75.792934,26.962908,75.852934,01-03-2022,20:00:00,20:10:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28
0x1ff5 ,COIMBRES14DEL02 ,27,4.9,11.003681,76.975525,11.053681,77.025525,17-03-2022,17:35:00,17:40:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 20
0x430d ,COIMBRES02DEL02 ,37,5,11.022477,76.995667,11.042477,77.015667,01-04-2022,09:15:00,09:25:00,conditions Stormy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 29
0xdb0b ,KOCRES20DEL01 ,24,4.5,9.979186,76.317361,9.989186,76.327361,17-02-2022,10:20:00,10:30:00,conditions Cloudy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 13
0x1600 ,PUNERES01DEL02 ,29,4.6,18.569156,73.774723,18.649156,73.854723,02-04-2022,21:10:00,21:20:00,conditions Sunny,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 11
0x76fa ,SURRES17DEL01 ,35,4.9,21.149569,72.772697,21.189569,72.812697,07-03-2022,12:50:00,13:05:00,conditions Windy,High ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 30
0xa9f3 ,CHENRES13DEL01 ,26,4.7,13.027018,80.254791,13.037018,80.264791,30-03-2022,11:15:00,11:25:00,conditions Sandstorms,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 22
0xce12 ,GOARES010DEL01 ,38,4.4,15.546594,73.760431,15.556594,73.770431,13-02-2022,10:25:00,10:30:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x8807 ,SURRES19DEL02 ,21,4.4,21.149669,72.772629,21.199669,72.822629,03-03-2022,19:10:00,19:20:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 31
0x39e9 ,SURRES12DEL03 ,29,4.5,21.183434,72.814492,21.213434,72.844492,17-03-2022,19:45:00,19:55:00,conditions Stormy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 24
0x30af ,BANGRES010DEL02 ,29,4.6,12.933298,77.614293,13.063298,77.744293,06-04-2022,17:40:00,17:55:00,conditions Fog,Medium ,1,Buffet ,scooter ,1,No ,Urban ,(min) 25
0x1c15 ,BANGRES19DEL01 ,35,4.9,12.914264,77.6784,12.924264,77.6884,30-03-2022,11:40:00,11:55:00,conditions Windy,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 40
0x7bf0 ,RANCHIRES05DEL03 ,38,4.4,23.355164,85.324097,23.445164,85.414097,02-03-2022,20:15:00,20:20:00,conditions Cloudy,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 39
0xa0a5 ,BANGRES14DEL03 ,26,4.8,12.949934,77.699386,13.009934,77.759386,09-03-2022,19:35:00,19:40:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x7623 ,SURRES16DEL02 ,25,4.6,21.160437,72.774209,21.290437,72.904209,12-03-2022,20:30:00,20:35:00,conditions Sandstorms,Jam ,1,Snack ,scooter ,0,No ,NaN ,(min) 16
0x9419 ,SURRES19DEL02 ,22,4.6,21.149669,72.772629,21.229669,72.852629,25-03-2022,17:10:00,17:15:00,conditions Sunny,Medium ,2,Drinks ,motorcycle ,0,No ,Urban ,(min) 10
0x39ab ,MYSRES11DEL02 ,31,4.7,12.323225,76.630028,12.373225,76.680028,13-03-2022,17:40:00,17:55:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 26
0x9273 ,MYSRES12DEL03 ,37,4.8,12.284747,76.625861,12.344747,76.685861,05-03-2022,00:00:00,00:10:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 23
0x8ec6 ,MYSRES18DEL03 ,30,4.7,12.337928,76.617889,12.397928,76.677889,09-03-2022,17:40:00,17:45:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x745c ,MYSRES09DEL01 ,26,4.5,12.323194,76.630583,12.363194,76.670583,05-04-2022,16:50:00,17:00:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 10
0x1857 ,HYDRES15DEL02 ,27,4.7,17.45971,78.368855,17.53971,78.448855,12-03-2022,23:30:00,23:45:00,conditions Fog,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 24
0xcc32 ,LUDHRES07DEL03 ,20,4.7,0.0,0.0,0.03,0.03,17-02-2022,20:55:00,21:00:00,conditions Stormy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 17
0x20c4 ,CHENRES05DEL02 ,31,4.8,13.058616,80.264151,13.108616,80.314151,01-03-2022,21:55:00,22:10:00,conditions Stormy,Jam ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 46
0x902d ,HYDRES06DEL03 ,22,4.7,17.455894,78.375467,17.515894,78.435467,21-03-2022,18:20:00,18:35:00,conditions Windy,Medium ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 28
0x6754 ,MYSRES05DEL01 ,22,4.7,12.323978,76.627961,12.393978,76.697961,02-04-2022,22:10:00,22:25:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 18
0x7b54 ,PUNERES010DEL01 ,21,4.8,18.539299,73.897902,18.609299,73.967902,23-03-2022,22:35:00,22:45:00,conditions Stormy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 13
0x7d1b ,HYDRES01DEL03 ,20,4.8,17.410371,78.437225,17.470371,78.497225,01-04-2022,21:25:00,21:40:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 35
0xb106 ,MYSRES20DEL03 ,30,4.6,12.337978,76.616792,12.397978,76.676792,24-03-2022,17:55:00,18:00:00,conditions Stormy,Medium ,1,Snack ,scooter ,0,No ,Urban ,(min) 25
0x5e3a ,SURRES17DEL02 ,23,4.7,21.149569,72.772697,21.169569,72.792697,05-03-2022,11:45:00,11:55:00,conditions Sunny,High ,2,Buffet ,motorcycle ,0,No ,Urban ,(min) 15
0x4c54 ,COIMBRES07DEL03 ,29,4.6,10.96185,76.971082,11.05185,77.061082,16-03-2022,18:45:00,18:55:00,conditions Sunny,Medium ,1,Meal ,motorcycle ,0,No ,NaN ,(min) 18
0x565c ,INDORES07DEL01 ,38,4.6,22.722634,75.886959,22.762634,75.926959,07-03-2022,16:50:00,17:00:00,conditions Sunny,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x8ba5 ,BANGRES05DEL02 ,27,5,12.970324,77.645748,13.050324,77.725748,06-04-2022,19:50:00,20:05:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26
0xa7de ,VADRES05DEL02 ,35,5,22.310526,73.170937,22.390526,73.250937,23-03-2022,22:15:00,22:25:00,conditions Stormy,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 16
0xef3 ,MYSRES20DEL01 ,22,4.9,12.337978,76.616792,12.407978,76.686792,04-03-2022,18:35:00,18:50:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x226b ,MYSRES19DEL01 ,36,4.2,12.334022,76.618203,12.344022,76.628203,01-03-2022,09:30:00,09:35:00,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x5e71 ,JAPRES06DEL01 ,20,5,26.911927,75.797282,27.021927,75.907282,14-03-2022,21:20:00,21:25:00,conditions Windy,Jam ,2,Buffet ,scooter ,0,No ,Urban ,(min) 17
0x40ff ,MUMRES01DEL01 ,36,4.7,19.12663,72.829976,19.13663,72.839976,15-03-2022,09:15:00,09:30:00,conditions Sandstorms,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 29
0x9223 ,JAPRES12DEL01 ,39,4.7,26.902908,75.792934,26.942908,75.832934,09-03-2022,14:55:00,15:10:00,conditions Fog,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 39
0x426b ,HYDRES06DEL01 ,NaN ,NaN ,17.455894,78.375467,17.525894,78.445467,23-03-2022,17:55:00,18:00:00,conditions Fog,Medium ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 36
0x7f16 ,PUNERES03DEL02 ,28,4.5,18.554382,73.798206,18.574382,73.818206,03-04-2022,11:20:00,11:35:00,conditions Windy,High ,1,Buffet ,scooter ,1,No ,Urban ,(min) 13
0x2195 ,BANGRES08DEL03 ,24,4.9,12.906229,77.596791,12.936229,77.626791,15-03-2022,17:10:00,17:15:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x75f9 ,VADRES15DEL01 ,21,4.9,0.0,0.0,0.07,0.07,04-04-2022,20:10:00,20:15:00,conditions Stormy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 23
0x7e5 ,MUMRES19DEL01 ,35,4.7,19.131141,72.813074,19.241141,72.923074,31-03-2022,17:25:00,17:30:00,conditions Sunny,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 15
0x34b3 ,SURRES06DEL02 ,34,5,21.185047,72.80859,21.205047,72.82859,15-03-2022,08:35:00,08:45:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 20
0x2013 ,VADRES010DEL02 ,36,4.8,22.310329,73.169083,22.330329,73.189083,05-03-2022,09:45:00,09:55:00,conditions Sunny,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 23
0xcb68 ,AGRRES16DEL01 ,29,4.8,0.0,0.0,0.11,0.11,16-02-2022,20:35:00,20:40:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 19
0x4008 ,SURRES010DEL02 ,29,4.6,21.17106,72.789292,21.25106,72.869292,12-03-2022,19:40:00,19:55:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,NaN ,No ,Metropolitian ,(min) 17
0x647e ,INDORES16DEL03 ,26,5,22.744648,75.894377,22.834648,75.984377,18-03-2022,19:00:00,19:10:00,conditions Cloudy,Medium ,1,Snack ,scooter ,1,No ,Urban ,(min) 29
0x34f4 ,COIMBRES15DEL02 ,28,4.6,11.006686,76.951736,11.056686,77.001736,24-03-2022,19:15:00,19:30:00,conditions Cloudy,Jam ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 21
0x36b7 ,HYDRES12DEL03 ,20,4.6,17.429585,78.392621,17.459585,78.422621,21-03-2022,23:10:00,23:15:00,conditions Fog,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 22
0x59d5 ,MYSRES17DEL02 ,27,4.8,12.326356,76.619103,12.406356,76.699103,31-03-2022,20:55:00,21:00:00,conditions Cloudy,Jam ,2,Meal ,scooter ,2,No ,Metropolitian ,(min) 36
0x5439 ,JAPRES04DEL02 ,38,4.6,26.902328,75.794257,26.982328,75.874257,14-03-2022,17:20:00,17:25:00,conditions Fog,Medium ,1,Drinks ,motorcycle ,1,No ,Urban ,(min) 38
0xb128 ,CHENRES01DEL03 ,36,4.7,13.005801,80.250744,13.065801,80.310744,03-04-2022,20:30:00,20:35:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 36
0x6384 ,SURRES02DEL01 ,29,4.8,21.186608,72.794136,21.226608,72.834136,19-03-2022,14:10:00,14:20:00,conditions Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x4705 ,HYDRES010DEL01 ,31,5,17.428294,78.404423,17.498294,78.474423,08-03-2022,20:20:00,20:25:00,conditions Stormy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 36
0x6563 ,MUMRES04DEL02 ,34,4.7,19.254567,72.848923,19.304567,72.898923,26-03-2022,22:40:00,22:55:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 25
0x568c ,BANGRES06DEL01 ,23,5,12.979096,77.640625,13.049096,77.710625,04-04-2022,21:55:00,22:10:00,conditions Fog,Jam ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 30
0x2c9e ,CHENRES08DEL02 ,27,4.9,13.022394,80.242439,13.072394,80.292439,21-03-2022,17:25:00,17:35:00,conditions Fog,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 20
0x7ee3 ,CHENRES07DEL01 ,30,4.6,13.081878,80.248519,13.151878,80.318519,04-04-2022,20:15:00,20:30:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 44
0x47c3 ,HYDRES14DEL03 ,20,4.4,17.426228,78.407495,17.486228,78.467495,13-03-2022,23:40:00,23:55:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 28
0x70fb ,RANCHIRES16DEL02 ,37,4.1,23.371292,85.327872,23.421292,85.377872,05-04-2022,19:10:00,19:15:00,conditions Stormy,Jam ,0,Snack ,motorcycle ,3,No ,Metropolitian ,(min) 49
0xbbb1 ,CHENRES04DEL03 ,25,4.9,13.02978,80.208812,13.11978,80.298812,02-03-2022,17:20:00,17:25:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 15
0xda9 ,COIMBRES15DEL01 ,37,3.5,11.006686,76.951736,11.076686,77.021736,29-03-2022,21:20:00,21:35:00,conditions Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 41
0x461a ,PUNERES09DEL01 ,29,4.3,18.536562,73.896485,18.646562,74.006485,02-03-2022,19:20:00,19:30:00,conditions Fog,Jam ,1,Snack ,scooter ,2,No ,Metropolitian ,(min) 38
0x91bb ,PUNERES11DEL02 ,29,4.7,18.533811,73.899315,18.583811,73.949315,01-03-2022,18:55:00,19:10:00,conditions Cloudy,Medium ,1,Drinks ,scooter ,1,No ,Urban ,(min) 13
0xd050 ,KOCRES19DEL01 ,29,4.1,9.960846,76.293936,10.030846,76.363936,14-02-2022,21:15:00,21:20:00,conditions Fog,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 35
0xdbdd ,KOCRES09DEL03 ,34,4.7,10.000706,76.349516,10.060706,76.409516,17-02-2022,21:25:00,21:35:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x944e ,BANGRES15DEL03 ,30,4.5,12.975377,77.696664,13.065377,77.786664,04-04-2022,21:15:00,21:25:00,conditions Sunny,Jam ,2,Buffet ,electric_scooter ,0,No ,Urban ,(min) 31
0xd2da ,KOLRES06DEL01 ,35,4.8,22.533662,88.366217,22.573662,88.406217,13-02-2022,17:00:00,17:15:00,conditions Sunny,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 28
0xa1b3 ,RANCHIRES13DEL03 ,36,4.8,23.374989,85.335486,23.464989,85.425486,06-04-2022,20:50:00,21:05:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 41
0xd93d ,KNPRES010DEL03 ,27,4.8,26.47775,80.351569,26.50775,80.381569,17-02-2022,20:40:00,20:55:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,0,No ,Urban ,(min) 23
0x85a8 ,RANCHIRES02DEL02 ,26,4.6,0.0,0.0,0.13,0.13,29-03-2022,22:25:00,22:30:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 24
0xb269 ,BANGRES16DEL01 ,27,4.7,13.029198,77.570997,13.069198,77.610997,01-04-2022,14:45:00,14:50:00,conditions Sunny,High ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 12
0x16b6 ,BANGRES14DEL02 ,NaN ,NaN ,12.949934,77.699386,13.079934,77.829386,12-03-2022,NaN ,22:35:00,conditions Windy,Low ,2,Drinks ,scooter ,1,No ,Urban ,(min) 15
0xba4c ,INDORES13DEL02 ,34,3.6,22.745049,75.892471,22.875049,76.022471,02-03-2022,20:40:00,20:50:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 31
0xda0b ,KOLRES14DEL01 ,29,4.5,22.552996,88.35231,22.662996,88.46231,18-02-2022,19:50:00,20:00:00,conditions Sandstorms,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 24
0xa714 ,SURRES07DEL01 ,31,5,21.170798,72.790489,21.180798,72.800489,01-03-2022,09:50:00,10:05:00,conditions Stormy,Low ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 22
0x1f60 ,COIMBRES08DEL03 ,34,4.6,11.001852,76.976268,11.091852,77.066268,27-03-2022,23:00:00,23:10:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 22
0x2811 ,PUNERES15DEL01 ,28,4.5,18.636215,73.751081,18.706215,73.821081,14-03-2022,19:00:00,19:05:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 20
0xa8be ,HYDRES15DEL03 ,32,4.3,17.45971,78.368855,17.48971,78.398855,01-03-2022,23:50:00,00:05:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 30
0x273d ,CHENRES02DEL01 ,32,4.1,13.086438,80.220672,13.096438,80.230672,15-03-2022,11:00:00,11:15:00,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 25
0x6552 ,PUNERES20DEL03 ,39,4.7,18.592718,73.773572,18.622718,73.803572,11-03-2022,19:45:00,19:55:00,conditions Stormy,Jam ,2,Drinks ,scooter ,1,No ,Urban ,(min) 32
0x9eb7 ,BANGRES010DEL01 ,37,4.8,12.933298,77.614293,13.043298,77.724293,27-03-2022,20:35:00,20:45:00,conditions Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 36
0x28bf ,BANGRES14DEL03 ,35,4.6,12.949934,77.699386,13.039934,77.789386,10-03-2022,17:40:00,17:45:00,conditions Sunny,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 18
0x2f37 ,JAPRES17DEL02 ,28,4.7,26.892312,75.806896,27.022313,75.936896,04-04-2022,23:40:00,23:55:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x63b0 ,HYDRES05DEL02 ,22,4.7,17.433809,78.386744,17.513809,78.466744,18-03-2022,20:10:00,20:25:00,conditions Sandstorms,Jam ,2,Drinks ,electric_scooter ,1,No ,NaN ,(min) 23
0x53bf ,INDORES15DEL01 ,20,4.8,22.760072,75.892574,22.870072,76.002574,14-03-2022,19:55:00,20:05:00,conditions Sandstorms,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x617c ,SURRES04DEL03 ,NaN ,NaN ,21.173493,72.801953,21.263493,72.891953,18-03-2022,NaN ,19:15:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x4779 ,PUNERES04DEL02 ,36,4.8,18.51421,73.838429,18.64421,73.968429,10-03-2022,17:45:00,17:50:00,conditions Stormy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x7403 ,RANCHIRES04DEL01 ,31,4.6,23.359033,85.325347,23.369033,85.335347,07-03-2022,10:45:00,10:50:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Urban ,(min) 28
0x609d ,PUNERES010DEL01 ,25,4.6,18.539299,73.897902,18.609299,73.967902,25-03-2022,17:15:00,17:20:00,conditions Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 37
0xb38 ,VADRES20DEL03 ,32,4.9,22.311358,73.164798,22.371358,73.224798,11-03-2022,19:35:00,19:50:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 30
0x504a ,BANGRES06DEL01 ,21,4.8,12.979096,77.640625,13.049096,77.710625,16-03-2022,21:50:00,22:00:00,conditions Sandstorms,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 23
0xe1cd ,KOCRES12DEL02 ,33,4.7,9.988483,76.295211,10.038483,76.345211,17-02-2022,23:50:00,00:00:00,conditions Stormy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 29
0x99ae ,PUNERES16DEL01 ,37,5,18.536718,73.830327,18.646718,73.940327,27-03-2022,17:45:00,18:00:00,conditions Stormy,Medium ,2,Snack ,scooter ,0,No ,Urban ,(min) 21
0xa045 ,RANCHIRES11DEL02 ,26,4.7,23.359194,85.325447,23.409194,85.375447,21-03-2022,19:55:00,20:05:00,conditions Stormy,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 20
0xa0e2 ,BANGRES20DEL01 ,35,4.3,12.972161,77.596014,13.012161,77.636014,26-03-2022,15:10:00,15:20:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Urban ,(min) 34
0x24ff ,PUNERES010DEL02 ,20,4.8,18.539299,73.897902,18.589299,73.947902,13-03-2022,18:30:00,18:35:00,conditions Windy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 20
0xc863 ,KOLRES12DEL02 ,32,4.9,22.551084,88.354127,22.601084,88.404127,17-02-2022,21:40:00,21:50:00,conditions Cloudy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 31
0x47b9 ,MYSRES02DEL03 ,35,4.6,12.304569,76.643622,12.334569,76.673622,19-03-2022,22:20:00,22:25:00,conditions Cloudy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 18
0xb54c ,BANGRES05DEL02 ,25,4.2,12.970324,77.645748,13.050324,77.725748,02-04-2022,20:25:00,20:30:00,conditions Cloudy,Jam ,2,Meal ,scooter ,1,No ,Urban ,(min) 31
0xa7e7 ,CHENRES15DEL02 ,33,4.9,13.026286,80.275235,13.076286,80.325235,15-03-2022,22:25:00,22:30:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x499 ,CHENRES06DEL03 ,NaN ,NaN ,-13.054347,-80.257221,13.144347,80.347221,25-03-2022,NaN ,19:30:00,conditions NaN,NaN ,3,Buffet ,scooter ,1,Yes ,Metropolitian ,(min) 52
0x525f ,CHENRES13DEL03 ,27,4.2,13.027018,80.254791,13.087018,80.314791,03-04-2022,23:45:00,23:50:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x424d ,HYDRES05DEL03 ,NaN ,NaN ,17.433809,78.386744,17.493809,78.446744,30-03-2022,NaN ,18:20:00,conditions Cloudy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 19
0xb1bf ,JAPRES03DEL01 ,32,4.6,26.913483,75.803139,26.923483,75.813139,21-03-2022,11:30:00,11:40:00,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24
0xce1d ,BHPRES010DEL01 ,31,4.8,23.266261,77.379605,23.306261,77.419605,17-02-2022,13:00:00,13:10:00,conditions Fog,High ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 30
0xb4b ,CHENRES17DEL03 ,24,4.6,13.045479,80.23311,13.135479,80.32311,27-03-2022,17:50:00,17:55:00,conditions Fog,Medium ,1,Drinks ,motorcycle ,1,No ,Urban ,(min) 27
0x8399 ,PUNERES13DEL02 ,29,4.6,18.56245,73.916619,18.61245,73.966619,13-03-2022,23:50:00,00:05:00,conditions Stormy,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x991a ,MYSRES18DEL02 ,23,4.6,12.337928,76.617889,12.357928,76.637889,17-03-2022,10:15:00,10:30:00,conditions Cloudy,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 12
0x797f ,MYSRES06DEL01 ,23,4.7,12.323994,76.626167,12.363994,76.666167,24-03-2022,14:20:00,14:25:00,conditions Fog,High ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 25
0xa604 ,COIMBRES010DEL03 ,34,4.5,11.003008,76.97544,11.033008,77.00544,05-03-2022,17:55:00,18:05:00,conditions Fog,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 19
0xad3e ,INDORES04DEL02 ,31,4.6,22.753659,75.903365,22.833659,75.983365,23-03-2022,17:40:00,17:45:00,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 43
